credit_score_brack,cred_hist_length_brack,loan_percent_income_brack,loan_int_rate_brack,loan_amnt_brack,person_income_brack,person_age_brack,person_gender,person_education,person_home_ownership,loan_intent,previous_loan_defaults_on_file,loan_status
fair,5,.1 - .19,10 - 15,20k+,90k,30-39,female,Bachelor,MORTGAGE,VENTURE,No,0
poor,7,0-.09,<10,15k - 19.99k,90k,30-39,male,High School,MORTGAGE,VENTURE,Yes,0
poor,7,0-.09,10 - 15,5k - 9.99k,90k,<30,female,High School,OWN,MEDICAL,Yes,0
good,5,.1 - .19,10 - 15,15k - 19.99k,"70k - 89,999",<30,female,Master,RENT,HOMEIMPROVEMENT,No,1
good,8,0-.09,<10,5k - 9.99k,90k,30-39,female,Master,MORTGAGE,VENTURE,No,0
poor,6,0-.09,10 - 15,15k - 19.99k,90k,<30,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,Yes,0
good,5,.2 - .29,10 - 15,15k - 19.99k,"70k - 89,999",30-39,female,Bachelor,RENT,MEDICAL,No,1
poor,8,.1 - .19,10 - 15,15k - 19.99k,90k,<30,male,Associate,RENT,HOMEIMPROVEMENT,No,1
fair,7,.1 - .19,15+,15k - 19.99k,90k,<30,male,Associate,MORTGAGE,PERSONAL,Yes,0
fair,5,0-.09,15+,10k - 14.99k,90k,30-39,female,Master,MORTGAGE,PERSONAL,No,1
fair,5,0-.09,10 - 15,10k - 14.99k,90k,<30,female,Bachelor,MORTGAGE,EDUCATION,Yes,0
fair,10,.1 - .19,10 - 15,15k - 19.99k,90k,<30,male,Associate,MORTGAGE,EDUCATION,Yes,0
good,10,0-.09,10 - 15,<5k,90k,<30,female,Bachelor,MORTGAGE,MEDICAL,No,0
poor,10,.1 - .19,10 - 15,15k - 19.99k,90k,<30,male,Associate,RENT,MEDICAL,Yes,0
fair,6,0-.09,10 - 15,10k - 14.99k,90k,30-39,male,Master,MORTGAGE,VENTURE,No,0
poor,5,.1 - .19,10 - 15,20k+,90k,30-39,female,Bachelor,OWN,HOMEIMPROVEMENT,No,0
fair,8,.1 - .19,10 - 15,15k - 19.99k,90k,30-39,male,Associate,MORTGAGE,VENTURE,No,0
poor,8,0-.09,<10,15k - 19.99k,90k,30-39,female,Master,MORTGAGE,EDUCATION,No,0
poor,8,.1 - .19,10 - 15,15k - 19.99k,90k,30-39,male,High School,RENT,EDUCATION,Yes,0
good,10,0-.09,10 - 15,5k - 9.99k,90k,<30,female,Master,MORTGAGE,VENTURE,No,0
good,8,0-.09,10 - 15,<5k,90k,30-39,female,Master,MORTGAGE,PERSONAL,No,1
fair,8,0-.09,<10,10k - 14.99k,90k,<30,female,Master,MORTGAGE,MEDICAL,Yes,0
good,6,.1 - .19,10 - 15,20k+,90k,<30,female,Bachelor,MORTGAGE,VENTURE,No,0
poor,9,.1 - .19,10 - 15,15k - 19.99k,90k,<30,male,Bachelor,RENT,EDUCATION,Yes,0
good,7,0-.09,10 - 15,10k - 14.99k,90k,30-39,female,Associate,MORTGAGE,PERSONAL,Yes,0
good,7,.1 - .19,10 - 15,20k+,90k,30-39,male,High School,MORTGAGE,HOMEIMPROVEMENT,No,0
fair,10,.1 - .19,10 - 15,15k - 19.99k,90k,<30,male,Associate,RENT,VENTURE,Yes,0
fair,9,.1 - .19,<10,15k - 19.99k,90k,<30,female,Bachelor,RENT,HOMEIMPROVEMENT,Yes,0
good,7,0-.09,<10,10k - 14.99k,90k,<30,female,Bachelor,MORTGAGE,HOMEIMPROVEMENT,No,0
good,9,.1 - .19,10 - 15,20k+,90k,30-39,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,No,0
good,6,0-.09,<10,<5k,90k,<30,male,Bachelor,MORTGAGE,VENTURE,Yes,0
fair,9,0-.09,10 - 15,10k - 14.99k,90k,<30,male,High School,MORTGAGE,HOMEIMPROVEMENT,Yes,0
fair,10,.1 - .19,10 - 15,20k+,90k,30-39,male,Doctorate,MORTGAGE,VENTURE,Yes,0
fair,10,.1 - .19,10 - 15,20k+,90k,30-39,male,Doctorate,OWN,MEDICAL,No,0
good,5,0-.09,15+,10k - 14.99k,90k,30-39,male,Bachelor,MORTGAGE,EDUCATION,No,1
fair,6,.1 - .19,10 - 15,20k+,90k,<30,male,Associate,MORTGAGE,HOMEIMPROVEMENT,No,0
fair,10,0-.09,10 - 15,<5k,90k,30-39,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,No,1
very_good,7,0-.09,10 - 15,<5k,90k,30-39,male,Master,MORTGAGE,DEBTCONSOLIDATION,Yes,0
good,5,.1 - .19,10 - 15,20k+,90k,<30,female,Bachelor,MORTGAGE,VENTURE,Yes,0
fair,8,.1 - .19,15+,15k - 19.99k,"70k - 89,999",30-39,female,Bachelor,RENT,MEDICAL,No,1
good,6,0-.09,<10,15k - 19.99k,90k,30-39,male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,Yes,0
fair,5,0-.09,10 - 15,10k - 14.99k,90k,30-39,female,High School,MORTGAGE,MEDICAL,No,0
good,9,0-.09,<10,10k - 14.99k,90k,30-39,male,Master,MORTGAGE,MEDICAL,Yes,0
good,5,0-.09,<10,5k - 9.99k,90k,30-39,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,Yes,0
good,6,.1 - .19,10 - 15,20k+,90k,30-39,male,Associate,MORTGAGE,PERSONAL,Yes,0
good,8,0-.09,10 - 15,15k - 19.99k,90k,<30,male,Associate,MORTGAGE,HOMEIMPROVEMENT,No,0
good,10,0-.09,10 - 15,15k - 19.99k,90k,<30,male,Associate,MORTGAGE,MEDICAL,Yes,0
good,5,0-.09,10 - 15,10k - 14.99k,90k,<30,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,Yes,0
fair,7,0-.09,10 - 15,5k - 9.99k,90k,<30,female,Associate,MORTGAGE,MEDICAL,No,0
fair,5,.1 - .19,10 - 15,15k - 19.99k,90k,<30,male,Bachelor,RENT,VENTURE,Yes,0
fair,10,0-.09,10 - 15,15k - 19.99k,90k,30-39,male,Bachelor,MORTGAGE,PERSONAL,Yes,0
poor,5,0-.09,<10,5k - 9.99k,90k,30-39,female,High School,MORTGAGE,PERSONAL,Yes,0
good,10,0-.09,10 - 15,10k - 14.99k,90k,<30,male,Master,MORTGAGE,DEBTCONSOLIDATION,No,1
good,9,0-.09,10 - 15,10k - 14.99k,90k,30-39,female,Bachelor,MORTGAGE,HOMEIMPROVEMENT,No,0
fair,9,.1 - .19,<10,15k - 19.99k,90k,30-39,female,Associate,RENT,VENTURE,No,0
fair,8,.1 - .19,10 - 15,15k - 19.99k,90k,<30,female,Master,RENT,HOMEIMPROVEMENT,Yes,0
fair,5,0-.09,10 - 15,15k - 19.99k,90k,30-39,male,Associate,MORTGAGE,DEBTCONSOLIDATION,Yes,0
fair,6,.1 - .19,10 - 15,15k - 19.99k,90k,<30,male,High School,RENT,HOMEIMPROVEMENT,No,0
good,6,0-.09,10 - 15,5k - 9.99k,90k,<30,female,Bachelor,MORTGAGE,VENTURE,Yes,0
good,8,0-.09,15+,15k - 19.99k,90k,30-39,female,Bachelor,MORTGAGE,HOMEIMPROVEMENT,Yes,0
poor,8,.1 - .19,15+,15k - 19.99k,90k,<30,female,Master,RENT,EDUCATION,No,0
fair,6,0-.09,10 - 15,10k - 14.99k,90k,<30,female,Master,MORTGAGE,DEBTCONSOLIDATION,No,0
poor,8,0-.09,10 - 15,5k - 9.99k,90k,30-39,female,Bachelor,MORTGAGE,VENTURE,Yes,0
fair,10,0-.09,<10,5k - 9.99k,90k,30-39,female,Master,MORTGAGE,PERSONAL,No,0
fair,6,.1 - .19,10 - 15,15k - 19.99k,90k,30-39,male,Master,RENT,HOMEIMPROVEMENT,No,0
fair,6,0-.09,<10,5k - 9.99k,90k,30-39,female,Master,MORTGAGE,DEBTCONSOLIDATION,Yes,0
good,10,0-.09,<10,10k - 14.99k,90k,<30,female,Master,MORTGAGE,HOMEIMPROVEMENT,No,0
good,10,0-.09,<10,5k - 9.99k,90k,<30,female,Doctorate,MORTGAGE,PERSONAL,No,0
fair,8,0-.09,<10,5k - 9.99k,90k,30-39,female,Associate,MORTGAGE,MEDICAL,Yes,0
good,7,.1 - .19,10 - 15,20k+,90k,30-39,male,Master,MORTGAGE,EDUCATION,No,0
fair,7,.1 - .19,10 - 15,15k - 19.99k,90k,<30,female,Bachelor,RENT,EDUCATION,No,1
poor,8,0-.09,10 - 15,20k+,90k,30-39,male,Master,MORTGAGE,DEBTCONSOLIDATION,Yes,0
fair,6,0-.09,<10,5k - 9.99k,90k,30-39,female,Bachelor,MORTGAGE,VENTURE,Yes,0
fair,7,0-.09,<10,10k - 14.99k,90k,<30,female,Master,MORTGAGE,MEDICAL,No,0
fair,5,.1 - .19,10 - 15,20k+,90k,30-39,female,Bachelor,OWN,HOMEIMPROVEMENT,No,0
poor,5,0-.09,10 - 15,15k - 19.99k,90k,30-39,male,Master,OWN,VENTURE,Yes,0
fair,9,.1 - .19,10 - 15,20k+,90k,<30,male,High School,OWN,EDUCATION,Yes,0
fair,7,0-.09,10 - 15,10k - 14.99k,90k,30-39,female,Bachelor,MORTGAGE,EDUCATION,No,1
fair,9,.1 - .19,<10,20k+,90k,30-39,female,Bachelor,MORTGAGE,HOMEIMPROVEMENT,Yes,0
fair,8,0-.09,10 - 15,5k - 9.99k,90k,<30,female,Bachelor,MORTGAGE,MEDICAL,Yes,0
poor,6,.1 - .19,<10,15k - 19.99k,90k,30-39,female,Associate,RENT,VENTURE,No,0
fair,10,.1 - .19,10 - 15,15k - 19.99k,90k,30-39,male,Bachelor,RENT,PERSONAL,Yes,0
poor,7,0-.09,10 - 15,15k - 19.99k,90k,30-39,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,No,0
good,8,0-.09,10 - 15,10k - 14.99k,90k,<30,female,Associate,OWN,VENTURE,No,0
fair,9,0-.09,10 - 15,10k - 14.99k,90k,30-39,male,High School,MORTGAGE,HOMEIMPROVEMENT,No,0
fair,10,0-.09,10 - 15,15k - 19.99k,90k,<30,female,Associate,MORTGAGE,VENTURE,Yes,0
good,8,0-.09,15+,10k - 14.99k,90k,<30,female,High School,MORTGAGE,DEBTCONSOLIDATION,No,1
fair,5,.1 - .19,10 - 15,20k+,90k,30-39,male,High School,OWN,EDUCATION,No,0
fair,7,0-.09,10 - 15,<5k,90k,<30,female,Bachelor,MORTGAGE,VENTURE,No,1
good,7,0-.09,<10,15k - 19.99k,90k,30-39,female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,No,0
good,6,0-.09,10 - 15,10k - 14.99k,90k,<30,female,Master,MORTGAGE,MEDICAL,No,0
good,8,0-.09,<10,15k - 19.99k,90k,<30,female,Master,RENT,HOMEIMPROVEMENT,No,0
good,7,0-.09,10 - 15,15k - 19.99k,90k,<30,male,Bachelor,RENT,EDUCATION,Yes,0
good,9,0-.09,10 - 15,15k - 19.99k,90k,<30,male,Associate,RENT,PERSONAL,No,0
fair,10,0-.09,10 - 15,10k - 14.99k,90k,30-39,male,Bachelor,MORTGAGE,MEDICAL,Yes,0
good,8,0-.09,10 - 15,15k - 19.99k,90k,<30,female,Master,RENT,HOMEIMPROVEMENT,Yes,0
fair,9,.1 - .19,15+,20k+,90k,30-39,male,High School,MORTGAGE,HOMEIMPROVEMENT,No,0
fair,6,0-.09,10 - 15,5k - 9.99k,90k,30-39,female,Master,MORTGAGE,DEBTCONSOLIDATION,Yes,0
fair,5,0-.09,<10,<5k,90k,<30,male,High School,MORTGAGE,EDUCATION,Yes,0
fair,8,0-.09,10 - 15,10k - 14.99k,90k,30-39,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,Yes,0
fair,5,0-.09,10 - 15,5k - 9.99k,90k,<30,male,High School,MORTGAGE,DEBTCONSOLIDATION,Yes,0
fair,7,0-.09,<10,10k - 14.99k,90k,30-39,male,Associate,MORTGAGE,MEDICAL,Yes,0
good,9,0-.09,<10,5k - 9.99k,90k,30-39,male,Master,MORTGAGE,VENTURE,No,0
good,5,0-.09,<10,15k - 19.99k,90k,30-39,male,High School,RENT,MEDICAL,Yes,0
fair,5,.1 - .19,15+,20k+,90k,<30,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,No,1
good,10,0-.09,10 - 15,<5k,90k,30-39,female,High School,MORTGAGE,MEDICAL,Yes,0
fair,9,0-.09,<10,15k - 19.99k,90k,<30,male,Associate,MORTGAGE,PERSONAL,Yes,0
fair,7,.3+,10 - 15,15k - 19.99k,"30k - 49,999",30-39,female,Associate,RENT,EDUCATION,No,1
good,7,0-.09,10 - 15,5k - 9.99k,90k,<30,female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,No,0
fair,8,0-.09,15+,10k - 14.99k,90k,30-39,male,Bachelor,MORTGAGE,VENTURE,Yes,0
good,6,0-.09,<10,5k - 9.99k,90k,<30,female,Master,MORTGAGE,HOMEIMPROVEMENT,No,0
fair,5,.1 - .19,10 - 15,20k+,90k,<30,female,Associate,MORTGAGE,MEDICAL,No,1
fair,10,0-.09,10 - 15,10k - 14.99k,90k,30-39,female,Associate,MORTGAGE,DEBTCONSOLIDATION,Yes,0
poor,9,.1 - .19,15+,20k+,90k,<30,female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,No,1
fair,6,0-.09,10 - 15,10k - 14.99k,90k,<30,male,Associate,MORTGAGE,DEBTCONSOLIDATION,Yes,0
fair,6,0-.09,15+,5k - 9.99k,90k,30-39,male,High School,MORTGAGE,HOMEIMPROVEMENT,Yes,0
fair,5,.1 - .19,15+,20k+,90k,<30,female,Associate,MORTGAGE,VENTURE,Yes,0
fair,6,0-.09,10 - 15,20k+,90k,30-39,male,High School,MORTGAGE,EDUCATION,Yes,0
poor,8,.2 - .29,<10,15k - 19.99k,"70k - 89,999",<30,female,Associate,RENT,DEBTCONSOLIDATION,No,1
good,5,0-.09,15+,10k - 14.99k,90k,30-39,male,Bachelor,OWN,MEDICAL,Yes,0
fair,9,0-.09,10 - 15,20k+,90k,30-39,male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,No,1
fair,6,0-.09,15+,5k - 9.99k,90k,<30,male,High School,MORTGAGE,MEDICAL,No,1
good,9,0-.09,<10,20k+,90k,30-39,male,Associate,MORTGAGE,HOMEIMPROVEMENT,Yes,0
fair,9,0-.09,<10,10k - 14.99k,90k,<30,male,High School,MORTGAGE,DEBTCONSOLIDATION,Yes,0
fair,10,0-.09,10 - 15,10k - 14.99k,90k,30-39,male,Master,OWN,PERSONAL,Yes,0
good,8,.1 - .19,10 - 15,20k+,90k,<30,female,Associate,OWN,MEDICAL,Yes,0
fair,9,.2 - .29,10 - 15,15k - 19.99k,90k,<30,male,Master,RENT,PERSONAL,Yes,0
fair,9,0-.09,15+,15k - 19.99k,90k,<30,male,Bachelor,MORTGAGE,PERSONAL,Yes,0
poor,8,0-.09,10 - 15,10k - 14.99k,90k,30-39,male,High School,MORTGAGE,PERSONAL,Yes,0
good,9,0-.09,<10,20k+,90k,<30,male,Associate,MORTGAGE,EDUCATION,Yes,0
good,10,0-.09,<10,10k - 14.99k,90k,<30,male,Bachelor,MORTGAGE,PERSONAL,Yes,0
fair,8,0-.09,15+,10k - 14.99k,90k,30-39,male,Bachelor,OWN,MEDICAL,Yes,0
fair,6,0-.09,10 - 15,10k - 14.99k,90k,30-39,female,Bachelor,MORTGAGE,PERSONAL,No,0
good,10,0-.09,10 - 15,15k - 19.99k,90k,30-39,female,Master,MORTGAGE,EDUCATION,Yes,0
fair,8,0-.09,10 - 15,15k - 19.99k,90k,<30,male,High School,MORTGAGE,EDUCATION,Yes,0
fair,8,.1 - .19,<10,15k - 19.99k,90k,<30,male,Associate,RENT,DEBTCONSOLIDATION,Yes,0
good,8,0-.09,<10,5k - 9.99k,90k,30-39,female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,Yes,0
fair,10,.2 - .29,15+,15k - 19.99k,90k,30-39,male,Associate,RENT,EDUCATION,No,1
fair,8,0-.09,<10,10k - 14.99k,90k,30-39,female,Master,MORTGAGE,MEDICAL,Yes,0
fair,5,.1 - .19,10 - 15,20k+,90k,<30,male,Bachelor,MORTGAGE,MEDICAL,Yes,0
good,7,0-.09,10 - 15,20k+,90k,30-39,female,Master,MORTGAGE,DEBTCONSOLIDATION,No,1
fair,10,0-.09,10 - 15,20k+,90k,<30,male,Associate,MORTGAGE,PERSONAL,Yes,0
good,10,0-.09,<10,5k - 9.99k,90k,<30,male,Bachelor,MORTGAGE,PERSONAL,No,0
good,10,0-.09,10 - 15,5k - 9.99k,90k,30-39,female,Associate,MORTGAGE,EDUCATION,Yes,0
good,8,0-.09,10 - 15,20k+,90k,30-39,female,Bachelor,MORTGAGE,PERSONAL,Yes,0
poor,8,.1 - .19,<10,15k - 19.99k,90k,<30,male,Bachelor,RENT,HOMEIMPROVEMENT,Yes,0
poor,6,.1 - .19,10 - 15,20k+,90k,<30,male,High School,MORTGAGE,VENTURE,Yes,0
fair,9,0-.09,15+,20k+,90k,30-39,male,Bachelor,MORTGAGE,VENTURE,No,0
fair,9,.1 - .19,10 - 15,15k - 19.99k,90k,30-39,male,High School,RENT,DEBTCONSOLIDATION,Yes,0
good,7,0-.09,10 - 15,10k - 14.99k,90k,<30,female,Master,MORTGAGE,PERSONAL,No,0
fair,6,0-.09,<10,5k - 9.99k,90k,<30,male,High School,MORTGAGE,MEDICAL,No,0
good,6,0-.09,<10,10k - 14.99k,90k,30-39,female,Master,MORTGAGE,VENTURE,No,0
fair,10,.1 - .19,10 - 15,20k+,90k,30-39,female,Associate,OWN,HOMEIMPROVEMENT,Yes,0
good,10,0-.09,15+,5k - 9.99k,90k,<30,female,Associate,MORTGAGE,PERSONAL,Yes,0
good,6,0-.09,15+,10k - 14.99k,90k,<30,male,Master,MORTGAGE,EDUCATION,No,0
fair,9,0-.09,15+,15k - 19.99k,90k,<30,female,Bachelor,MORTGAGE,VENTURE,No,1
fair,6,.1 - .19,15+,20k+,90k,30-39,female,Associate,MORTGAGE,VENTURE,Yes,0
good,8,.1 - .19,10 - 15,20k+,90k,<30,male,Associate,MORTGAGE,DEBTCONSOLIDATION,Yes,0
poor,5,0-.09,<10,10k - 14.99k,90k,<30,female,High School,MORTGAGE,DEBTCONSOLIDATION,Yes,0
good,10,0-.09,10 - 15,20k+,90k,30-39,male,Bachelor,MORTGAGE,MEDICAL,No,0
good,10,0-.09,<10,5k - 9.99k,90k,30-39,male,Bachelor,MORTGAGE,VENTURE,No,0
poor,9,0-.09,10 - 15,15k - 19.99k,90k,30-39,male,High School,MORTGAGE,MEDICAL,Yes,0
fair,7,0-.09,10 - 15,20k+,90k,30-39,male,Bachelor,OWN,MEDICAL,Yes,0
poor,10,0-.09,10 - 15,10k - 14.99k,90k,30-39,male,High School,MORTGAGE,DEBTCONSOLIDATION,Yes,0
fair,9,0-.09,<10,20k+,90k,<30,male,High School,MORTGAGE,DEBTCONSOLIDATION,Yes,0
fair,5,0-.09,<10,10k - 14.99k,90k,30-39,male,High School,MORTGAGE,VENTURE,Yes,0
good,7,0-.09,<10,10k - 14.99k,90k,30-39,male,Bachelor,MORTGAGE,MEDICAL,Yes,0
fair,6,0-.09,15+,20k+,90k,<30,female,Master,MORTGAGE,MEDICAL,No,1
fair,6,0-.09,10 - 15,20k+,90k,30-39,female,Master,MORTGAGE,MEDICAL,No,1
good,7,0-.09,<10,10k - 14.99k,90k,<30,female,Master,MORTGAGE,DEBTCONSOLIDATION,No,0
fair,9,0-.09,15+,10k - 14.99k,90k,30-39,female,Bachelor,MORTGAGE,HOMEIMPROVEMENT,No,0
fair,9,0-.09,<10,5k - 9.99k,90k,30-39,female,Associate,MORTGAGE,HOMEIMPROVEMENT,Yes,0
fair,5,0-.09,10 - 15,<5k,90k,30-39,female,Master,OWN,HOMEIMPROVEMENT,Yes,0
fair,9,0-.09,<10,15k - 19.99k,90k,30-39,male,Master,MORTGAGE,VENTURE,No,0
fair,5,0-.09,10 - 15,20k+,90k,30-39,female,Bachelor,MORTGAGE,HOMEIMPROVEMENT,No,0
good,10,0-.09,15+,15k - 19.99k,90k,30-39,male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,Yes,0
fair,5,0-.09,10 - 15,5k - 9.99k,90k,<30,male,Associate,MORTGAGE,DEBTCONSOLIDATION,Yes,0
poor,5,0-.09,<10,20k+,90k,<30,female,Bachelor,MORTGAGE,PERSONAL,Yes,0
good,7,0-.09,15+,20k+,90k,<30,male,Bachelor,MORTGAGE,EDUCATION,No,0
fair,6,0-.09,<10,5k - 9.99k,90k,<30,female,Associate,MORTGAGE,MEDICAL,Yes,0
fair,5,0-.09,10 - 15,10k - 14.99k,90k,30-39,male,Doctorate,MORTGAGE,MEDICAL,No,1
fair,9,0-.09,<10,<5k,90k,30-39,female,Associate,MORTGAGE,HOMEIMPROVEMENT,No,0
good,8,.3+,<10,5k - 9.99k,<30k,30-39,male,Bachelor,OWN,VENTURE,No,1
fair,6,.2 - .29,15+,15k - 19.99k,"70k - 89,999",30-39,female,Associate,RENT,HOMEIMPROVEMENT,No,1
good,7,.1 - .19,15+,15k - 19.99k,90k,30-39,female,Master,RENT,MEDICAL,No,1
good,9,0-.09,<10,20k+,90k,<30,male,Master,MORTGAGE,PERSONAL,No,1
fair,6,0-.09,10 - 15,10k - 14.99k,90k,30-39,male,High School,MORTGAGE,MEDICAL,No,0
fair,8,0-.09,<10,20k+,90k,30-39,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,Yes,0
fair,10,0-.09,<10,10k - 14.99k,90k,30-39,female,Associate,OWN,MEDICAL,Yes,0
good,7,.2 - .29,10 - 15,<5k,<30k,<30,female,Master,RENT,DEBTCONSOLIDATION,No,1
fair,8,.1 - .19,<10,<5k,<30k,30-39,female,Bachelor,RENT,PERSONAL,No,1
fair,8,.1 - .19,10 - 15,<5k,<30k,30-39,female,Bachelor,RENT,DEBTCONSOLIDATION,No,1
fair,6,.2 - .29,10 - 15,<5k,<30k,<30,male,Bachelor,RENT,HOMEIMPROVEMENT,No,1
fair,10,.3+,<10,<5k,<30k,<30,male,Bachelor,RENT,VENTURE,No,1
fair,7,.2 - .29,<10,<5k,<30k,<30,female,Master,RENT,PERSONAL,No,1
fair,8,.2 - .29,<10,<5k,<30k,30-39,male,High School,OWN,PERSONAL,No,1
fair,5,.3+,10 - 15,<5k,<30k,<30,female,Associate,RENT,HOMEIMPROVEMENT,No,1
fair,7,.3+,10 - 15,<5k,<30k,30-39,female,Bachelor,RENT,EDUCATION,No,1
good,9,.2 - .29,<10,<5k,<30k,<30,female,Doctorate,RENT,VENTURE,No,1
fair,9,.3+,<10,<5k,<30k,<30,male,Associate,RENT,HOMEIMPROVEMENT,No,1
fair,9,.1 - .19,10 - 15,<5k,<30k,30-39,male,Master,RENT,PERSONAL,No,1
good,5,.1 - .19,<10,10k - 14.99k,"70k - 89,999",30-39,female,Bachelor,MORTGAGE,EDUCATION,No,0
fair,7,.1 - .19,10 - 15,15k - 19.99k,90k,<30,male,Associate,MORTGAGE,HOMEIMPROVEMENT,No,0
good,9,.1 - .19,10 - 15,5k - 9.99k,"50k - 69,999",<30,male,Bachelor,RENT,PERSONAL,Yes,0
good,8,.1 - .19,15+,20k+,90k,30-39,male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,Yes,0
poor,10,.2 - .29,<10,10k - 14.99k,"70k - 89,999",<30,male,Associate,RENT,HOMEIMPROVEMENT,Yes,0
fair,5,.1 - .19,15+,5k - 9.99k,"50k - 69,999",30-39,male,Associate,RENT,PERSONAL,No,0
fair,5,0-.09,10 - 15,<5k,"70k - 89,999",<30,male,Associate,MORTGAGE,DEBTCONSOLIDATION,Yes,0
fair,8,.1 - .19,10 - 15,5k - 9.99k,"50k - 69,999",<30,male,Bachelor,MORTGAGE,PERSONAL,No,0
poor,8,0-.09,<10,5k - 9.99k,90k,30-39,female,Master,RENT,MEDICAL,Yes,0
poor,8,.1 - .19,10 - 15,10k - 14.99k,90k,<30,female,Bachelor,MORTGAGE,PERSONAL,Yes,0
good,8,0-.09,10 - 15,<5k,"50k - 69,999",30-39,male,Bachelor,RENT,EDUCATION,No,0
fair,5,0-.09,<10,<5k,"30k - 49,999",<30,male,Bachelor,RENT,DEBTCONSOLIDATION,No,0
fair,6,.3+,<10,15k - 19.99k,"30k - 49,999",<30,female,Associate,MORTGAGE,DEBTCONSOLIDATION,Yes,0
good,10,0-.09,10 - 15,<5k,"50k - 69,999",30-39,female,Master,MORTGAGE,VENTURE,Yes,0
poor,7,.2 - .29,<10,5k - 9.99k,"30k - 49,999",<30,male,Bachelor,RENT,EDUCATION,Yes,0
poor,6,0-.09,<10,<5k,"50k - 69,999",<30,male,High School,OWN,MEDICAL,Yes,0
good,7,.3+,10 - 15,5k - 9.99k,<30k,30-39,female,Associate,RENT,DEBTCONSOLIDATION,No,1
fair,10,.1 - .19,10 - 15,<5k,"30k - 49,999",30-39,female,Master,RENT,MEDICAL,No,0
fair,8,.1 - .19,10 - 15,15k - 19.99k,90k,30-39,female,Bachelor,MORTGAGE,MEDICAL,No,1
good,9,0-.09,10 - 15,<5k,<30k,30-39,female,Master,OWN,VENTURE,Yes,0
fair,5,.1 - .19,10 - 15,10k - 14.99k,"70k - 89,999",<30,male,Bachelor,RENT,EDUCATION,Yes,0
fair,9,0-.09,<10,5k - 9.99k,"50k - 69,999",<30,male,Bachelor,MORTGAGE,VENTURE,Yes,0
fair,8,0-.09,10 - 15,<5k,<30k,30-39,male,Master,RENT,DEBTCONSOLIDATION,No,1
poor,5,0-.09,<10,<5k,"50k - 69,999",30-39,male,Bachelor,MORTGAGE,VENTURE,Yes,0
fair,6,.1 - .19,15+,10k - 14.99k,"70k - 89,999",30-39,female,Bachelor,RENT,PERSONAL,Yes,0
poor,5,.1 - .19,10 - 15,5k - 9.99k,"30k - 49,999",<30,female,Associate,RENT,MEDICAL,Yes,0
fair,8,.2 - .29,10 - 15,15k - 19.99k,"70k - 89,999",<30,male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,Yes,0
fair,8,.1 - .19,10 - 15,5k - 9.99k,"50k - 69,999",30-39,female,Associate,MORTGAGE,PERSONAL,Yes,0
fair,10,.1 - .19,15+,5k - 9.99k,"30k - 49,999",<30,female,Bachelor,MORTGAGE,HOMEIMPROVEMENT,No,1
poor,9,.1 - .19,10 - 15,5k - 9.99k,"70k - 89,999",<30,male,Associate,RENT,VENTURE,Yes,0
poor,6,0-.09,10 - 15,<5k,"50k - 69,999",30-39,female,Associate,RENT,DEBTCONSOLIDATION,Yes,0
poor,7,.1 - .19,<10,10k - 14.99k,90k,30-39,female,Bachelor,RENT,HOMEIMPROVEMENT,Yes,0
good,8,.1 - .19,<10,5k - 9.99k,"70k - 89,999",30-39,female,Bachelor,RENT,VENTURE,No,0
fair,8,0-.09,<10,<5k,"50k - 69,999",<30,male,Bachelor,MORTGAGE,MEDICAL,Yes,0
good,7,0-.09,10 - 15,5k - 9.99k,"50k - 69,999",<30,female,Bachelor,RENT,HOMEIMPROVEMENT,No,0
fair,9,.1 - .19,<10,10k - 14.99k,"50k - 69,999",30-39,female,Associate,MORTGAGE,MEDICAL,No,0
fair,6,0-.09,15+,<5k,"50k - 69,999",30-39,male,Bachelor,RENT,DEBTCONSOLIDATION,No,1
fair,8,0-.09,15+,5k - 9.99k,"70k - 89,999",<30,female,Associate,RENT,DEBTCONSOLIDATION,No,1
fair,8,0-.09,10 - 15,<5k,"50k - 69,999",<30,male,Associate,RENT,PERSONAL,No,0
fair,5,.1 - .19,10 - 15,5k - 9.99k,"50k - 69,999",30-39,male,Master,RENT,PERSONAL,Yes,0
fair,9,.1 - .19,10 - 15,10k - 14.99k,"50k - 69,999",30-39,male,Bachelor,OWN,EDUCATION,Yes,0
